Name_DecRadius,Class_Composition_SMASSII,Mass_kg,Radius_km,SMA_AU,Eccentricity,Inclination_deg,RotPeriod_hr,SciPotential_Score,DeltaV_Score,Total_WeightedScore,Subscr_Mass_Score,Subscr_Radius_Score,Subscr_Ecc_Score,Subscr_Inc_Score,Subscr_SMA_Score,Subscr_RotPer_Score
266 Aline (r = 54.7 km),Ch (Primitive carbonaceous) [SMASSII],9.62271498637944e+17,54.747,2.805949391,0.154846394,13.39965963,13.018,10,0,3.34,1,2,6,3,5,10
365 Corduba (r = 43.4 km),C (Primitive carbonaceous) [SMASSII],4.78939322666077e+17,43.3865,2.803705964,0.155397764,12.79578829,12.705,10,0,3.34,1,2,6,3,5,10
478 Tergeste (r = 40.4 km),L (Spinel-bearing stony) [SMASSII],7.4404010905123e+17,40.369,3.018680176,0.080708558,13.17479916,16.11,10,0,3.34,1,2,7,3,3,9
348 May (r = 41.4 km),X (Metallic / enstatite) [SMASSII],1.04105181380804e+18,41.41,2.967483696,0.072297009,9.759794379,7.3812,6,0,3.33,1,2,8,5,4,8
498 Tokio (r = 40.9 km),M (Metallic (M-type)) [Tholen],1.00416324308841e+18,40.915,2.649793245,0.2239696,9.502635896,41.85,10,0,3.33,1,2,5,5,6,7
84 Klio (r = 39.6 km),Ch (Primitive carbonaceous) [SMASSII],3.63616862035624e+17,39.58,2.362396782,0.235450194,9.313668688,23.562,10,0,3.33,1,2,4,5,8,8
583 Klotilde (r = 39.1 km),C (Primitive carbonaceous) [Tholen],3.51031889735516e+17,39.118,3.177281214,0.159433721,8.241489088,9.2135,10,0,3.33,1,2,6,5,1,9
866 Fatme (r = 39.0 km),X (Metallic / enstatite) [SMASSII],8.71703918390692e+17,39.0305,3.123414441,0.051816081,8.660993939,11.6,6,0,3.33,1,2,8,5,2,10
846 Lipperta (r = 26.2 km),CBU: (Primitive carbonaceous) [Tholen],1.05528347415213e+17,26.205,3.134320987,0.174841773,0.264858947,1641,10,0,3.33,1,1,5,10,2,1
488 Kreusa (r = 84.1 km),C (Primitive carbonaceous) [Tholen],3.48306478662103e+18,84.0585,3.167353726,0.158443512,11.47607543,32.645,10,0,3.31,1,3,6,4,2,8
54 Alexandra (r = 80.1 km),C (Primitive carbonaceous) [SMASSII],3.00928556766049e+18,80.06,2.71257591,0.198304307,11.83053616,7.024,10,0,3.31,1,3,5,4,5,8
444 Gyptis (r = 79.7 km),C (Primitive carbonaceous) [SMASSII],2.96501915669725e+18,79.6655,2.77081013,0.173380619,10.27336677,6.214,10,0,3.31,1,3,5,4,5,8
70 Panopaea (r = 64.0 km),Ch (Primitive carbonaceous) [SMASSII],1.53408823985386e+18,63.9555,2.61352257,0.183043827,11.59682827,15.8052,10,0,3.31,1,2,5,4,6,9
464 Megaira (r = 38.5 km),C (Primitive carbonaceous) [SMASSII],3.35386857813152e+17,38.528,2.803368949,0.203850924,10.16244746,12.879,10,0,3.31,1,2,5,4,5,10
101 Helena (r = 32.9 km),S (Silicaceous stony) [SMASSII],4.03489142786607e+17,32.92,2.583660776,0.140522869,10.19192324,23.08,10,0,3.31,1,1,6,4,6,8
264 Libussa (r = 31.5 km),S (Silicaceous stony) [SMASSII],3.52974048078327e+17,31.4845,2.799120399,0.135089922,10.4250964,9.2276,10,0,3.31,1,1,6,4,5,9
838 Seraphina (r = 29.0 km),P (Primitive dark (P-type)) [Tholen],3.59321277269186e+17,29.0475,2.899107968,0.130835469,10.42207653,11.69,10,0,3.31,1,1,6,4,4,10
446 Aeternitas (r = 26.8 km),A (Olivine-dominated) [SMASSII],2.17236472433098e+17,26.781,2.787517009,0.124596415,10.61499924,15.7413,10,0,3.31,1,1,6,4,5,9
382 Dodona (r = 32.6 km),M (Metallic (M-type)) [Tholen],5.08146908018012e+17,32.6045,3.135194422,0.164961875,7.400436473,4.113,10,0,3.3,1,1,6,6,2,7
267 Tirza (r = 28.0 km),D (Primitive dark (D-type)) [SMASSII],1.28719459249869e+17,27.999,2.772929772,0.102567978,6.009813159,7.648,6,0,3.3,1,1,7,6,5,9
356 Liguria (r = 72.8 km),C (Primitive carbonaceous) [Tholen],2.25809651895838e+18,72.7515,2.75476472,0.242138737,8.205889473,31.701,10,0,3.28,1,3,4,5,5,8
56 Melete (r = 60.7 km),Xk (Metallic / enstatite) [SMASSII],3.2734331341743e+18,60.6665,2.596936604,0.2368788,8.081030539,18.147,10,0,3.28,1,2,4,5,6,9
510 Mabella (r = 30.2 km),PD (Primitive dark (P-type)) [Tholen],4.04814054634322e+17,30.225,2.609853606,0.19168888,9.5421147,19.4,10,0,3.28,1,1,5,5,6,8
22 Kalliope (r = 83.8 km),X (Metallic / enstatite) [SMASSII],8.61769448519955e+18,83.768,2.909465731,0.098879784,13.7016829,4.1483,10,0,3.27,1,3,7,2,4,7
187 Lamberta (r = 73.6 km),Ch (Primitive carbonaceous) [SMASSII],2.34251201347663e+18,73.647,2.731059463,0.238864384,10.56955271,10.67,10,0,3.26,1,3,4,4,5,10
1023 Thomana (r = 29.1 km),G (Primitive carbonaceous) [Tholen],1.45031290794964e+17,29.135,3.17236147,0.09568407,10.05938176,17.56,10,0,3.26,1,1,7,4,1,9
1071 Brita (r = 30.4 km),Xk (Metallic / enstatite) [SMASSII],4.1314768706668e+17,30.431,2.79943345,0.111443084,5.361289732,5.8169,6,0,3.25,1,1,7,6,5,8
85 Io (r = 77.4 km),B (Primitive carbonaceous) [SMASSII],2.71866288769964e+18,77.395,2.653032539,0.193085426,11.96082526,6.875,10,0,3.24,1,3,5,3,6,8
712 Boliviana (r = 62.1 km),X (Metallic / enstatite) [SMASSII],3.50464837417439e+18,62.0625,2.576165512,0.184997664,12.75544396,11.7426,10,0,3.24,1,2,5,3,6,10
691 Lehigh (r = 39.7 km),CD: (Primitive carbonaceous) [Tholen],3.67641696323656e+17,39.7255,3.008692036,0.125570173,13.02285058,12.891,10,0,3.24,1,2,6,3,3,10
35 Leukothea (r = 51.5 km),C (Primitive carbonaceous) [SMASSII],8.02294584803439e+17,51.5275,3.00569867,0.217263308,7.86606907,31.9,10,0,3.23,1,2,5,5,3,8
671 Carnegia (r = 30.3 km),Xk (Metallic / enstatite) [SMASSII],4.07915807371016e+17,30.302,3.094471512,0.061307177,8.006784143,8.332,6,0,3.23,1,1,8,5,3,9
198 Ampella (r = 27.2 km),S (Silicaceous stony) [SMASSII],2.26628030354885e+17,27.1615,2.459068968,0.227216549,9.323210542,10.379,10,0,3.23,1,1,4,5,7,9
403 Cyane (r = 26.8 km),S (Silicaceous stony) [SMASSII],2.17382513754216e+17,26.787,2.811519018,0.097850582,9.153301225,12.283,6,0,3.23,1,1,7,5,5,10
358 Apollonia (r = 45.1 km),Ch (Primitive carbonaceous) [SMASSII],5.36453863055996e+17,45.058,2.877021082,0.151708239,3.553755259,50.6,6,0,3.22,1,2,6,7,4,7
75 Eurydike (r = 31.2 km),Xk (Metallic / enstatite) [SMASSII],4.44774743307712e+17,31.1885,2.672934925,0.3053352,4.994021851,5.357,10,0,3.22,1,1,3,7,6,8
469 Argentina (r = 66.9 km),X (Metallic / enstatite) [Tholen],4.38163587277859e+18,66.859,3.178463419,0.161504427,11.45422487,17.5727,10,0,3.21,1,2,6,4,1,9
23 Thalia (r = 53.8 km),S (Silicaceous stony) [SMASSII],1.75772659532352e+18,53.765,2.628877066,0.231241779,10.10821722,12.312,10,0,3.21,1,2,4,4,6,10
366 Vincentina (r = 43.2 km),Ch (Primitive carbonaceous) [SMASSII],4.7226444086338e+17,43.184,3.147478777,0.059785133,10.57981934,12.7365,6,0,3.21,1,2,8,4,2,10
764 Gedania (r = 29.1 km),C (Primitive carbonaceous) [Tholen],1.45105972199674e+17,29.14,3.195735407,0.092301037,9.999752699,24.968,10,0,3.21,1,1,7,4,1,8
1107 Lictoria (1929 FB) (r = 39.5 km),Xc (Metallic / enstatite) [SMASSII],9.06254493530334e+17,39.5395,3.187659131,0.118800078,7.073236356,8.5616,6,0,3.2,1,2,7,6,1,9
546 Herodias (r = 33.0 km),TDG (Primitive transitional) [Tholen],2.10219150018931e+17,32.9725,2.596711814,0.116235627,14.86891181,10.77,10,0,3.2,1,1,7,1,6,10
385 Ilmatar (r = 42.9 km),S (Silicaceous stony) [Tholen],8.9409976021837e+17,42.9185,2.847606423,0.126920632,13.58186455,62.35,10,0,3.19,1,2,6,3,5,7
640 Brambilla (r = 31.3 km),G (Primitive carbonaceous) [Tholen],1.80402840694895e+17,31.3335,3.160233769,0.078350226,13.37052081,7.768,10,0,3.19,1,1,7,3,2,9
109 Felicitas (r = 41.3 km),Ch (Primitive carbonaceous) [SMASSII],4.12931016534991e+17,41.294,2.692922852,0.300517842,7.846155793,13.191,10,0,3.18,1,2,3,5,6,10
368 Haidea (r = 34.6 km),D (Primitive dark (D-type)) [Tholen],2.43721518674909e+17,34.6385,3.069587266,0.206579942,7.784643746,9.823,10,0,3.18,1,1,5,5,3,9
1086 Nata (1927 QL) (r = 33.1 km),Ch (Primitive carbonaceous) [SMASSII],2.13342593241008e+17,33.135,3.163642629,0.050217347,8.364446847,18.061,6,0,3.18,1,1,8,5,2,9
405 Thia (r = 54.4 km),Ch (Primitive carbonaceous) [SMASSII],9.46538996241746e+17,54.447,2.584239868,0.243409973,11.93833631,9.95,10,0,3.16,1,2,4,4,6,9
1114 Lorraine (1928 WA) (r = 37.8 km),Xc (Metallic / enstatite) [SMASSII],7.92804661090444e+17,37.8155,3.093769664,0.071709774,10.72083357,20.71,6,0,3.16,1,2,8,4,3,8
1062 Ljuba (1925 TD) (r = 29.0 km),Unknown (Unclassified),2.04648601594646e+17,29.0155,3.007896822,0.07243978,5.596712104,33.8,5,0,3.15,1,1,8,6,3,7
152 Atala (r = 29.5 km),S (Silicaceous stony) [SMASSII],2.8981656118635e+17,29.482,3.136202301,0.082687813,12.12490202,6.246,10,0,3.14,1,1,7,3,2,8
530 Turandot (r = 42.4 km),F (Primitive carbonaceous) [Tholen],4.47798049896359e+17,42.425,3.191558597,0.21678272,8.561319269,19.961,10,0,3.13,1,2,5,5,1,8
322 Phaeo (r = 34.9 km),X (Metallic / enstatite) [SMASSII],6.24682238121432e+17,34.9275,2.783822618,0.244028676,8.045606265,17.5845,10,0,3.13,1,1,4,5,5,9
3 Juno (r = 123.3 km),Sk (Silicaceous stony) [SMASSII],2.11992486849947e+19,123.298,2.670879059,0.255825773,12.98603961,7.21,8,0,3.12,2,4,4,3,6,8
971 Alsatia (r = 30.4 km),C (Primitive carbonaceous) [SMASSII],1.65299807792662e+17,30.4335,2.639285904,0.163551143,13.79482615,9.614,10,0,3.12,1,1,6,2,6,9
690 Wratislavia (r = 67.3 km),CPF (Primitive carbonaceous) [Tholen],1.78955780505331e+18,67.325,3.152463244,0.175888772,11.2442831,8.64,10,0,3.11,1,2,5,4,2,9
360 Carlova (r = 64.6 km),C (Primitive carbonaceous) [SMASSII],1.57818409260206e+18,64.5625,3.0048785,0.173726337,11.74307652,6.183,10,0,3.11,1,2,5,4,3,8
313 Chaldaea (r = 35.6 km),C (Primitive carbonaceous) [Tholen],2.64396389345423e+17,35.5915,2.37564679,0.180833786,11.64374582,8.392,8,0,3.11,1,1,5,4,8,9
584 Semiramis (r = 27.0 km),Sl (Silicaceous stony) [SMASSII],2.22733180362214e+17,27.005,2.373773599,0.233046566,10.71984377,5.068,10,0,3.11,1,1,4,4,8,8
596 Scheila (r = 79.9 km),T (Primitive transitional) [SMASSII],2.98712574857467e+18,79.863,2.935697579,0.159452139,14.62963526,15.848,10,0,3.1,1,3,6,1,4,9
95 Arethusa (r = 74.0 km),Ch (Primitive carbonaceous) [SMASSII],2.37486471170897e+18,73.9845,3.063983813,0.152648858,13.00999171,8.705,8,0,3.09,1,3,6,3,3,9
250 Bettina (r = 60.5 km),Xk (Metallic / enstatite) [SMASSII],3.24615264786466e+18,60.4975,3.141326429,0.136971433,12.82180825,5.0545,10,0,3.09,1,2,6,3,2,8
416 Vaticana (r = 42.7 km),Sl (Silicaceous stony) [SMASSII],8.82680430896581e+17,42.735,2.791857392,0.219731725,12.83212779,5.372,10,0,3.09,1,2,5,3,5,8
174 Phaedra (r = 32.4 km),S (Silicaceous stony) [SMASSII],3.85542480190398e+17,32.4245,2.85821349,0.145398717,12.10491967,5.744,10,0,3.09,1,1,6,3,4,8
611 Valeria (r = 28.7 km),L (Spinel-bearing stony) [SMASSII],2.68312333139226e+17,28.734,2.978507099,0.124793496,13.44394877,6.977,10,0,3.09,1,1,6,3,4,8
505 Cava (r = 57.5 km),FC (Primitive carbonaceous) [Tholen],1.11485960297329e+18,57.5,2.687215029,0.24256401,9.822321516,8.1789,8,0,3.08,1,2,4,5,6,9
648 Pippa (r = 34.1 km),XC (Metallic / enstatite) [Tholen],5.83117902725915e+17,34.135,3.196116179,0.203063894,9.876191309,9.263,10,0,3.08,1,1,5,5,1,9
1189 Terentia (1930 SG) (r = 29.6 km),Ch (Primitive carbonaceous) [SMASSII],1.52441692065661e+17,29.623,2.932636576,0.111160812,9.864575157,19.308,6,0,3.08,1,1,7,5,4,8
404 Arsinoe (r = 47.5 km),Ch (Primitive carbonaceous) [SMASSII],6.27893477976885e+17,47.485,2.591897111,0.20160983,14.09820297,8.887,10,0,3.07,1,2,5,2,6,9
410 Chloris (r = 59.5 km),Ch (Primitive carbonaceous) [SMASSII],1.23307632541399e+18,59.4645,2.725912922,0.240006744,10.96342882,32.5,10,0,3.06,1,2,4,4,5,8
97 Klotho (r = 50.4 km),M (Metallic (M-type)) [Tholen],1.87229815910256e+18,50.3585,2.668261893,0.257616852,11.77537142,35.15,10,0,3.06,1,2,4,4,6,7
318 Magdalena (r = 42.5 km),CXF (Primitive carbonaceous) [Tholen],4.50177137290027e+17,42.5,3.196789113,0.085363214,10.65908711,42.65,8,0,3.06,1,2,7,4,1,7
6 Hebe (r = 92.6 km),S (Silicaceous stony) [SMASSII],8.97727699815915e+18,92.59,2.425469296,0.202230064,14.73615053,7.2745,10,0,3.05,1,3,5,1,7,8
983 Gunila (r = 36.9 km),XD (Metallic / enstatite) [Tholen],7.38704872645131e+17,36.935,3.16259915,0.089064113,14.8629058,16.633,10,0,3.05,1,2,7,1,2,9
674 Rachele (r = 48.1 km),S (Silicaceous stony) [SMASSII],1.25746174673502e+18,48.0855,2.924099145,0.193067783,13.51317903,30.982,10,0,3.04,1,2,5,3,4,8
598 Octavia (r = 39.1 km),X (Metallic / enstatite) [SMASSII],8.77613376018636e+17,39.1185,2.75927888,0.25092927,12.23449556,10.8903,10,0,3.04,1,2,4,3,5,10
166 Rhodope (r = 26.2 km),Xe (Metallic / enstatite) [SMASSII],2.63564228574811e+17,26.1965,2.687092262,0.210272521,12.02287161,4.715,10,0,3.04,1,1,5,3,6,8
591 Irmgard (r = 25.9 km),X (Metallic / enstatite) [Tholen],2.55601974252504e+17,25.93,2.677957633,0.210029982,12.4513073,7.35,10,0,3.04,1,1,5,3,6,8
481 Emita (r = 50.9 km),Ch (Primitive carbonaceous) [SMASSII],7.74000238555048e+17,50.9145,2.74013261,0.157214741,9.848859311,14.412,5,0,3.03,1,2,6,5,5,9
415 Palatia (r = 41.8 km),DP (Primitive dark (D-type)) [Tholen],4.27682964660197e+17,41.78,2.790577887,0.300742661,8.221299929,20.73,10,0,3.03,1,2,3,5,5,8
638 Moira (r = 29.8 km),Ch (Primitive carbonaceous) [SMASSII],1.55143744005558e+17,29.797,2.733422734,0.162281218,7.708736572,9.8768,6,0,3.03,1,1,6,5,5,9
412 Elisabetha (r = 48.0 km),C (Primitive carbonaceous) [SMASSII],6.4968097742579e+17,48.028,2.762454322,0.041162074,13.78017285,19.635,6,0,3.02,1,2,8,2,5,8
578 Happelia (r = 34.6 km),Xc (Metallic / enstatite) [SMASSII],6.09646873141318e+17,34.645,2.750456354,0.19514448,6.126855377,10.061,6,0,3,1,1,5,6,5,9
539 Pamina (r = 34.2 km),Ch (Primitive carbonaceous) [SMASSII],2.34129739171132e+17,34.178,2.738150839,0.213237381,6.799552757,13.903,6,0,3,1,1,5,6,5,9
752 Sulamitis (r = 30.1 km),Unknown (Unclassified),2.28134152530871e+17,30.0855,2.463100152,0.072922196,5.964264817,27.367,1,0,3,1,1,8,6,7,8
1254 Erfordia (1932 JA) (r = 25.8 km),Unknown (Unclassified),1.43371180314675e+17,25.77,3.135875661,0.02458047,7.091959681,12.287,1,0,3,1,1,9,6,2,10
269 Justitia (r = 25.4 km),Ld (Spinel-bearing stony) [SMASSII],1.8454641245054e+17,25.364,2.613111734,0.216596047,5.477935038,33.128,6,0,3,1,1,5,6,6,8
33 Polyhymnia (r = 26.5 km),Sq (Silicaceous stony) [SMASSII],2.09625182153353e+17,26.4645,2.874150507,0.33326692,1.852031938,18.608,10,0,2.99,1,1,1,8,4,9
845 Naema (r = 26.3 km),C (Primitive carbonaceous) [SMASSII],1.07149403741562e+17,26.3385,2.939588336,0.068515672,12.61252643,20.892,6,0,2.99,1,1,8,3,4,8
664 Judith (r = 42.6 km),XC (Metallic / enstatite) [Tholen],1.1339646657936e+18,42.607,3.17858987,0.241614132,8.569044239,19.306,10,0,2.98,1,2,4,5,1,8
675 Ludmilla (r = 38.0 km),S (Silicaceous stony) [SMASSII],6.20587699516005e+17,38,2.767038186,0.204989956,9.810978298,7.717,6,0,2.98,1,2,5,5,5,9
1424 Sundmania (1937 AJ) (r = 32.3 km),X (Metallic / enstatite) [SMASSII],4.96133166215207e+17,32.3455,3.190423877,0.055557684,9.159538997,93.73,6,0,2.98,1,1,8,5,1,6
1351 Uzbekistania (1934 TF) (r = 30.0 km),Xk (Metallic / enstatite) [SMASSII],3.96038627678046e+17,30.005,3.194930879,0.069190252,9.643461882,74.07,6,0,2.98,1,1,8,5,1,6
173 Ino (r = 62.9 km),Xk (Metallic / enstatite) [SMASSII],3.6502790366492e+18,62.9105,2.741658444,0.209512608,14.19488191,6.15,10,0,2.97,1,2,5,2,5,8
99 Dike (r = 33.7 km),Xk (Metallic / enstatite) [SMASSII],5.59959793109196e+17,33.677,2.66324028,0.197712654,13.86365349,18.127,10,0,2.97,1,1,5,2,6,9
258 Tyche (r = 32.4 km),S (Silicaceous stony) [SMASSII],3.84313125724806e+17,32.39,2.614489506,0.204856222,14.32679842,10.041,10,0,2.97,1,1,5,2,6,9
563 Suleika (r = 26.6 km),Sl (Silicaceous stony) [SMASSII],2.13943722095798e+17,26.645,2.71172735,0.236357696,10.2474386,5.69,10,0,2.96,1,1,4,4,5,8
303 Josephina (r = 62.5 km),Unknown (Unclassified),2.04153031635428e+18,62.4615,3.124872424,0.056062358,6.884116193,12.497,1,0,2.95,1,2,8,6,2,10
1306 Scythia (1930 OB) (r = 33.4 km),S (Silicaceous stony) [Tholen],4.2101893722214e+17,33.39,3.142470092,0.096760868,14.98809842,7.525,10,0,2.95,1,1,7,1,2,9
137 Meliboea (r = 64.3 km),C (Primitive carbonaceous) [Tholen],1.56185087254256e+18,64.339,3.126287156,0.210735595,13.42268103,25.676,10,0,2.94,1,2,5,3,2,8
455 Bruchsalia (r = 44.4 km),CP (Primitive carbonaceous) [Tholen],5.13154537147513e+17,44.396,2.656092741,0.294369738,12.01748276,11.839,10,0,2.94,1,2,3,3,6,10
656 Beagle (r = 31.3 km),Unknown (Unclassified),2.56941861557716e+17,31.302,3.156090747,0.13011248,0.518142011,7.035,1,0,2.93,1,1,6,10,2,8
527 Euryanthe (r = 26.3 km),Cb (Primitive carbonaceous) [SMASSII],1.0684458076828e+17,26.3135,2.724518349,0.151876134,9.661056401,42.75,6,0,2.93,1,1,6,5,5,7
786 Bredichina (r = 54.2 km),C (Primitive carbonaceous) [Tholen],9.31365820905115e+17,54.1545,3.191736673,0.152453757,14.51877203,29.434,10,0,2.92,1,2,6,2,1,8
604 Tekmessa (r = 32.3 km),Xc (Metallic / enstatite) [SMASSII],4.92575490485034e+17,32.268,3.15608541,0.191861929,4.415475004,5.5596,6,0,2.92,1,1,5,7,2,8
485 Genua (r = 31.9 km),S (Silicaceous stony) [SMASSII],3.68516645174728e+17,31.94,2.751386456,0.189362911,13.86529166,17.59,10,0,2.92,1,1,5,2,5,9
521 Brixia (r = 53.6 km),Ch (Primitive carbonaceous) [SMASSII],9.03730884600891e+17,53.6135,2.743246455,0.278391471,10.58419099,28.479,10,0,2.91,1,2,3,4,5,8
718 Erida (r = 35.5 km),X (Metallic / enstatite) [SMASSII],6.53442678715885e+17,35.4555,3.069796059,0.192383062,6.891502626,17.447,6,0,2.9,1,1,5,6,3,9
943 Begonia (r = 35.3 km),ST (Silicaceous stony) [Tholen],4.96889320659799e+17,35.286,3.113551803,0.214718518,12.11356674,15.66,10,0,2.89,1,1,5,3,2,9
448 Natalie (r = 25.3 km),C (Primitive carbonaceous) [Tholen],9.45970702264591e+16,25.267,3.134265816,0.186828643,12.72946883,8.0646,10,0,2.89,1,1,5,3,2,9
479 Caprera (r = 30.0 km),C (Primitive carbonaceous) [SMASSII],1.59033971624058e+17,30.044,2.722095326,0.217608987,8.677435611,9.454,6,0,2.88,1,1,5,5,5,9
609 Fulvia (r = 27.1 km),Unknown (Unclassified),1.66458173426235e+17,27.085,3.08598331,0.038254474,4.187859412,35.375,1,0,2.87,1,1,8,7,3,7
141 Lumen (r = 59.0 km),Ch (Primitive carbonaceous) [SMASSII],1.20183507149932e+18,58.958,2.666393348,0.212985689,11.89575072,19.87,6,0,2.86,1,2,5,4,6,8
1149 Volga (1929 PF) (r = 26.2 km),Unknown (Unclassified),1.50470192668022e+17,26.1885,2.896350964,0.098379517,11.76199784,27.262,5,0,2.86,1,1,7,4,4,8
820 Adriana (r = 29.3 km),Unknown (Unclassified),2.11267487420014e+17,29.325,3.134392181,0.053501985,5.94999225,12.42,1,0,2.85,1,1,8,6,2,10
129 Antigone (r = 56.5 km),X (Metallic / enstatite) [SMASSII],2.64424685880061e+18,56.5,2.868346461,0.213072018,12.26995787,4.9572,8,0,2.84,1,2,5,3,4,8
231 Vindobona (r = 36.8 km),Unknown (Unclassified),4.1657008114826e+17,36.7725,2.917942589,0.15729686,5.089733472,14.245,1,0,2.82,1,2,6,7,4,9
676 Melitta (r = 39.2 km),XC (Metallic / enstatite) [Tholen],8.82062953341764e+17,39.1845,3.067165099,0.122581601,12.8489741,16.743,6,0,2.79,1,2,6,3,3,9
760 Massinga (r = 35.6 km),SU (Silicaceous stony) [Tholen],5.12210209411814e+17,35.645,3.147341248,0.234497447,12.54216344,10.72,10,0,2.79,1,1,4,3,2,10
1356 Nyanza (1935 JH) (r = 30.4 km),Unknown (Unclassified),2.36468622997771e+17,30.4475,3.081558865,0.055099249,7.944852286,12.422,1,0,2.78,1,1,8,5,3,10
324 Bamberga (r = 110.3 km),CP (Primitive carbonaceous) [Tholen],7.87917099422124e+18,110.3455,2.682371258,0.340449118,11.09615681,29.43,10,0,2.76,1,3,1,4,6,8
1085 Amaryllis (1927 QH) (r = 34.6 km),Unknown (Unclassified),3.48233911406105e+17,34.6405,3.193839079,0.039116635,6.651025396,18.111,1,0,2.75,1,1,8,6,1,9
216 Kleopatra (r = 61.0 km),Xe (Metallic / enstatite) [SMASSII],3.32771526315417e+18,61,2.794919893,0.250334274,13.11727472,5.385,8,0,2.74,1,2,4,3,5,8
516 Amherstia (r = 32.6 km),X (Metallic / enstatite) [SMASSII],5.06628867428192e+17,32.572,2.677727559,0.275624964,12.95474983,7.4842,10,0,2.74,1,1,3,3,6,8
891 Gunhild (r = 27.9 km),Unknown (Unclassified),1.81423324499668e+17,27.8735,2.860854374,0.025918802,13.54635581,11.892,1,0,2.74,1,1,9,3,4,10
424 Gratia (r = 51.3 km),Unknown (Unclassified),1.12986399945822e+18,51.2825,2.77308491,0.109920229,8.223379714,20.063,1,0,2.73,1,2,7,5,5,8
1032 Pafuri (r = 32.8 km),X (Metallic / enstatite) [SMASSII],5.18715965712566e+17,32.829,3.128956655,0.140796398,9.480262595,113,6,0,2.73,1,1,6,5,2,6
634 Ute (r = 37.0 km),X (Metallic / enstatite) [SMASSII],7.43123683436126e+17,37.0085,3.049345803,0.180454453,12.29115785,11.7554,6,0,2.69,1,2,5,3,3,10
316 Goberta (r = 28.0 km),Unknown (Unclassified),1.84565521527659e+17,28.0335,3.184525053,0.127550219,2.346968422,8.605,1,0,2.69,1,1,6,8,1,9
392 Wilhelmina (r = 30.4 km),Ch (Primitive carbonaceous) [SMASSII],1.64348409233178e+17,30.375,2.885886951,0.138206931,14.31582346,13.058,6,0,2.67,1,1,6,2,4,10
492 Gismonda (r = 26.7 km),Unknown (Unclassified),1.59621537341153e+17,26.709,3.108576143,0.183019347,1.612774165,6.488,1,0,2.66,1,1,5,9,2,8
552 Sigelinde (r = 44.3 km),Unknown (Unclassified),7.30727431006201e+17,44.3485,3.150771615,0.089929132,7.692323879,17.156,1,0,2.63,1,2,7,5,2,9
465 Alekto (r = 36.7 km),Unknown (Unclassified),4.13096328270318e+17,36.67,3.111514448,0.19754351,4.664658391,10.936,1,0,2.62,1,2,5,7,2,10
